CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;
DNK.1.0.0.0.UVGD;Denmark;01 Gross domestic product;Gross domestic product at current prices ;Mrd DKK;43.938;48.754;54.935;58.477;66.844;75.086;82.414;90.846;101.292;115.612;128.066;141.736;161.449;185.905;208.205;232.574;269.461;298.865;332.877;370.197;400.868;440.780;503.384;554.597;612.129;663.955;712.645;748.427;777.844;821.734;855.557;890.551;923.014;928.466;993.286;1036.483;1088.024;1146.129;1185.988;1241.521;1326.912;1371.526;1410.271;1436.751;1506.001;1585.984;1682.260;1738.845;1801.470;1722.143;1810.926;1846.854;1895.002;1929.677;1981.165;2036.356;2107.808;2192.960;2253.316;2310.955;2323.919;2504.178;2797.938;2812.090;2913.973                                                                                                                                                                                                                                                                                                                                                                      
DEU.1.0.0.0.UVGD;Germany;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-DEM;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1585.800;1702.060;1750.890;1829.550;1894.610;1921.380;1961.150;2014.420;2059.480;2109.090;2172.540;2198.120;2211.570;2262.520;2288.310;2385.080;2499.550;2546.490;2445.730;2564.400;2693.560;2745.310;2811.350;2927.430;3026.180;3134.740;3267.160;3365.450;3473.260;3405.430;3601.750;3867.050;4111.566;4268.062                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
D_W.1.0.0.0.UVGD;West Germany;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-DEM;161.643;177.128;192.651;204.180;224.370;245.190;260.707;263.975;284.763;318.762;360.600;400.240;436.370;486.020;526.020;551.010;597.400;636.540;678.940;737.370;788.520;825.790;860.210;898.270;942.000;984.410;1037.130;1065.130;1123.290;1200.660;1306.680;1415.800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
EST.1.0.0.0.UVGD;Estonia;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-EEK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.51655;2.08336;2.86164;3.67997;4.57300;5.10043;5.40689;6.17164;6.98707;7.82258;8.74443;9.77746;11.34327;13.56893;16.40133;16.61806;14.13186;14.74110;16.67726;17.91668;18.91078;20.04823;20.63136;21.74791;23.83361;25.93218;27.76472;27.46498;31.44491;36.18144;39.74842;42.44499                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
IRL.1.0.0.0.UVGD;Ireland;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-IEP;0.9139;0.9839;1.0651;1.1455;1.3037;1.3881;1.4627;1.5976;1.8026;2.0821;2.3454;2.6826;3.2390;3.9100;4.3247;5.4893;6.7328;8.2495;9.7823;11.4722;13.5679;16.4664;19.4029;21.4547;23.8136;25.8463;27.4125;29.3215;31.6075;35.2891;37.8519;39.2774;41.7320;45.0738;48.4759;54.7587;60.1476;69.4007;80.4308;92.7905;108.4953;122.0892;135.9976;145.5764;156.2603;170.3068;184.9162;197.0694;187.2830;169.5197;167.3914;171.7032;175.6154;179.4576;195.0853;262.9759;270.2053;297.7632;326.6313;356.7046;372.8364;426.2834;502.5835;554.5523;596.6675                                                                                                                                                                                                                                                                                                                                                                                 
GRC.1.0.0.0.UVGD;Greece;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-GRD;0.3825;0.4376;0.4596;0.5197;0.5880;0.6779;0.7566;0.8169;0.8887;1.0230;1.1567;1.2841;1.4864;1.9419;2.2310;2.6844;3.3391;3.9108;4.7719;5.9217;7.1098;8.5112;10.7049;12.7726;15.8852;19.3818;23.1607;26.0905;31.7474;37.7310;45.5389;56.2411;65.0161;73.2067;83.0205;93.0636;103.0366;114.7122;125.2626;133.7887;141.2473;152.1938;163.4608;178.9049;193.7158;199.2423;217.8616;232.6946;241.9904;237.5342;224.1240;203.3082;188.3806;179.8844;177.2360;176.3689;174.4942;176.9034;179.5577;183.3512;165.4059;181.6746;208.0302;223.0692;233.9460                                                                                                                                                                                                                                                                                                                                                                                 
ESP.1.0.0.0.UVGD;Spain;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-ESP;4.558;5.191;5.999;7.080;7.994;9.272;10.757;12.181;13.752;15.746;17.390;19.626;23.035;27.769;34.008;39.929;48.050;60.968;74.624;87.295;100.301;112.537;129.417;147.361;166.287;184.772;211.537;236.542;263.348;295.100;328.694;360.441;388.204;401.629;427.157;460.588;489.203;519.268;555.993;595.723;647.851;700.993;749.552;802.266;859.437;927.357;1003.823;1075.539;1109.541;1069.323;1072.709;1063.763;1031.104;1020.677;1032.608;1078.092;1114.420;1162.492;1203.859;1245.513;1117.989;1206.842;1327.108;1412.902;1482.982                                                                                                                                                                                                                                                                                                                                                                                                
FRA.1.0.0.0.UVGD;France;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-FRF;46.834;50.775;56.906;63.794;70.755;76.422;82.826;89.545;97.683;112.366;125.698;140.192;156.487;179.495;209.367;235.876;272.612;306.807;348.615;398.210;451.770;509.985;585.989;650.512;707.030;757.689;814.596;855.983;925.215;997.121;1053.546;1091.705;1130.983;1142.119;1179.867;1218.273;1252.266;1292.777;1351.896;1400.999;1478.585;1538.200;1587.829;1630.666;1704.019;1765.905;1848.151;1941.360;1992.380;1936.422;1995.289;2058.369;2088.804;2117.189;2149.765;2198.432;2234.129;2297.242;2363.306;2437.635;2310.469;2500.870;2642.713;2804.622;2918.863                                                                                                                                                                                                                                                                                                                                                              
HRV.1.0.0.0.UVGD;Croatia;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-HRK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.03829;0.05512;0.34242;4.98461;12.01890;15.72019;17.31318;19.64784;21.73215;22.30314;23.95888;25.75096;28.29738;31.16696;33.64835;36.19137;39.44938;43.17684;46.46732;44.40941;44.27312;44.97255;44.54542;44.69717;44.57239;45.73366;47.33119;49.51617;51.93298;54.78398;50.47705;58.24374;66.94256;73.09918;77.12097                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ITA.1.0.0.0.UVGD;Italy;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-ITL;12.681;14.308;16.125;18.586;20.499;22.157;24.209;26.880;29.219;32.313;36.495;39.857;43.701;52.696;66.642;76.363;95.889;116.529;137.203;167.908;209.713;251.374;296.805;345.912;395.710;444.416;492.253;539.222;599.903;659.194;729.200;796.797;838.974;864.811;914.919;988.243;1045.873;1092.357;1138.856;1175.150;1241.513;1304.137;1350.259;1394.693;1452.319;1493.635;1552.687;1614.840;1637.699;1577.256;1611.279;1648.756;1624.359;1612.751;1627.406;1655.355;1695.787;1736.593;1771.391;1796.649;1661.020;1787.675;1909.154;2046.187;2123.373                                                                                                                                                                                                                                                                                                                                                                             
CYP.1.0.0.0.UVGD;Cyprus;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-CYP;0.17554;0.19241;0.21617;0.22556;0.20678;0.26025;0.28344;0.32387;0.35147;0.40417;0.43426;0.50114;0.56898;0.63223;0.58374;0.49252;0.63989;0.81084;0.97066;1.20696;1.45724;1.67878;1.96413;2.17839;2.56301;2.84051;3.06569;3.41333;3.81827;4.32382;4.89778;5.12584;5.94645;6.29619;7.02021;7.67831;7.97950;8.37344;9.05978;9.73156;10.59498;11.41689;11.87704;12.84529;13.85644;14.82231;16.00002;17.51158;19.00958;18.67549;19.46113;19.85808;19.49537;18.04035;17.48280;17.94415;19.01382;20.31244;21.67400;23.17653;21.89650;24.01895;27.00642;29.02720;30.66334                                                                                                                                                                                                                                                                                                                                                               
LVA.1.0.0.0.UVGD;Latvia;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-LVL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.10881;0.24977;1.75057;2.55648;3.55944;4.05934;4.68221;5.39598;6.01466;6.27263;6.86849;7.47097;8.40637;9.57179;11.09672;13.66228;17.19998;22.70384;24.52791;19.00001;18.08798;19.76384;21.92446;22.74901;23.62580;24.57213;25.37132;26.98443;29.15356;30.67865;30.26509;33.61654;39.06252;43.14607;45.57577                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
LTU.1.0.0.0.UVGD;Lithuania;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-LTL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.04070;0.12588;1.03380;3.51793;5.13115;7.76093;9.71115;11.72243;13.02102;12.71058;13.35145;14.17701;15.18239;16.65000;18.21967;20.97992;24.05329;29.01122;32.66007;26.89701;28.03383;31.31717;33.41016;35.03954;36.58131;37.34570;38.88986;42.27630;45.51523;48.91636;49.82929;56.15349;66.83252;74.17770;78.53041                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
LUX.1.0.0.0.UVGD;Luxembourg;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-LUF;0.85689;0.85722;0.90268;0.96308;1.09943;1.15198;1.21050;1.21831;1.33293;1.54350;1.80667;1.83976;2.07468;2.52134;3.07373;2.84718;3.27596;3.36638;3.68330;4.00923;4.36320;4.65080;5.21192;5.73372;6.35681;6.73720;7.40363;7.70100;8.58466;9.80479;10.58595;11.71066;12.36840;13.65773;14.68187;15.23944;16.03715;17.34921;18.13102;20.54776;22.98603;23.87989;25.01109;26.22729;28.18939;30.28099;34.17505;37.64190;40.00956;39.05074;42.40272;44.32347;46.52624;49.09449;51.79132;54.14230;56.20807;58.16878;60.12116;62.37359;64.78099;72.29503;78.13012;83.71199;88.67965                                                                                                                                                                                                                                                                                                                                                 
HUN.1.0.0.0.UVGD;Hungary;01 Gross domestic product;Gross domestic product at current prices ;Mrd HUF;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;345.67;375.10;406.49;446.00;466.69;501.83;549.86;605.06;654.65;709.33;749.57;810.80;881.50;931.81;1017.27;1074.66;1131.94;1274.99;1497.47;1791.06;2172.08;2597.29;3059.26;3688.85;4537.75;5836.48;7122.31;8834.56;10442.82;11637.55;13324.05;15398.70;17433.86;19130.01;21110.06;22594.97;24345.41;25741.90;27249.94;26520.78;27485.09;28538.20;28996.63;30351.90;32804.71;34965.21;36206.67;39274.76;43386.71;47674.19;48425.42;55255.13;66615.88;75687.70;80568.76                                                                                                                                                                                                                                                                                                                                                                                                                                 
MLT.1.0.0.0.UVGD;Malta;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-MTL;0.12848;0.13356;0.12982;0.12875;0.13142;0.14077;0.15706;0.17015;0.19045;0.21904;0.25323;0.26151;0.27299;0.30905;0.35152;0.44288;0.54412;0.64054;0.74151;0.87026;1.04710;1.16596;1.23354;1.22232;1.23167;1.27147;1.36737;1.46700;1.62006;1.78994;1.96250;2.15516;2.33644;2.51080;2.74718;3.05966;3.20969;3.41066;3.62917;3.82956;4.15335;4.28584;4.51560;4.78752;4.89555;5.15925;5.40300;5.79028;6.20602;6.25964;6.81580;6.92460;7.36446;7.94435;8.75110;9.99671;10.54113;11.93660;12.95393;14.18635;13.17299;15.00192;16.87032;18.27270;19.59876                                                                                                                                                                                                                                                                                                                                                                                
NLD.1.0.0.0.UVGD;Netherlands;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-NLG;22.998;24.281;26.139;28.359;33.370;37.269;40.582;44.522;49.367;55.910;62.693;71.148;79.675;91.137;106.428;115.046;130.981;141.459;153.023;163.553;176.066;185.849;192.030;198.727;209.537;216.804;223.318;225.247;234.908;248.597;263.037;277.851;289.644;297.972;313.124;329.547;344.625;369.046;394.295;419.459;452.007;481.881;501.137;512.810;529.286;550.883;584.546;619.170;647.198;624.842;639.187;650.359;652.966;660.463;671.560;690.008;708.337;738.146;773.987;813.055;796.530;855.470;941.186;1016.988;1055.966                                                                                                                                                                                                                                                                                                                                                                                               
AUT.1.0.0.0.UVGD;Austria;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-ATS;12.5877;13.9664;14.8473;16.0026;17.5211;19.0481;20.7513;22.0697;23.7111;25.8880;29.0471;32.4272;37.0577;41.9973;47.8008;50.7026;56.0069;61.9116;65.4837;71.8301;77.1518;82.2150;88.3600;94.1468;98.8575;104.3300;109.8806;114.0860;119.6454;127.9812;137.5487;147.4644;155.7894;160.9280;168.9546;176.6088;182.5409;188.7238;196.3466;203.8506;213.6065;220.5251;226.7352;231.8625;242.3483;254.0750;267.8245;283.9780;293.7619;288.0440;295.8966;310.1287;318.6530;323.9102;333.1461;344.2692;357.6080;369.3619;385.2741;397.1695;381.0425;406.1487;447.6527;481.6688;510.0101                                                                                                                                                                                                                                                                                                                                               
POL.1.0.0.0.UVGD;Poland;01 Gross domestic product;Gross domestic product at current prices ;Mrd PLN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.263;0.288;0.581;0.725;0.898;1.094;1.356;1.774;3.102;12.388;62.747;90.585;128.731;174.465;252.098;345.060;431.897;522.582;607.103;674.530;748.483;781.548;812.214;847.152;933.091;990.530;1069.431;1187.508;1285.571;1372.025;1434.368;1553.641;1612.739;1630.126;1700.552;1798.471;1853.205;1982.794;2126.506;2288.492;2337.672;2631.302;3078.325;3463.903;3762.000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
PRT.1.0.0.0.UVGD;Portugal;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-PTE;0.4979;0.5183;0.5818;0.6011;0.6525;0.7591;0.8102;0.9076;0.9815;1.0531;1.1881;1.3750;1.6222;1.9180;2.2700;2.6283;3.1440;4.0408;4.9982;6.3551;8.2596;9.9236;11.9997;15.3315;18.8269;23.1120;28.2451;33.2800;39.7247;46.9312;56.3507;64.6159;72.6444;75.9728;82.3713;89.0286;94.3516;102.3310;111.3534;119.6033;128.4145;135.7750;142.5543;146.0679;152.2484;158.5527;166.2605;175.4834;179.1028;175.4164;179.6108;176.0962;168.2956;170.4923;173.0537;179.7132;186.4898;195.9472;205.1841;214.3746;200.5189;214.7410;239.2533;259.2628;269.9527                                                                                                                                                                                                                                                                                                                                                                                
ROM.1.0.0.0.UVGD;Romania;01 Gross domestic product;Gross domestic product at current prices ;Mrd RON;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.065;0.066;0.077;0.081;0.086;0.086;0.088;0.089;0.090;0.084;0.091;0.233;0.636;2.114;5.251;7.611;11.388;25.500;37.008;55.126;80.873;117.391;152.272;191.918;244.688;286.862;342.763;425.691;539.835;530.894;540.336;587.203;621.269;631.603;668.876;712.544;752.116;851.620;959.059;1063.795;1066.781;1187.402;1409.784;1610.018;1762.947                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
SVN.1.0.0.0.UVGD;Slovenia;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-SIT;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.87580;1.55523;4.53101;6.38768;8.24778;10.56081;12.14729;13.83653;15.35177;17.22658;18.85312;21.14770;23.54861;25.61328;27.62819;29.11356;31.47034;35.07346;37.92570;36.25493;36.36391;37.05857;36.25327;36.45433;37.63429;38.85264;40.44322;43.01134;45.87635;48.53312;47.02065;52.20807;58.98851;64.09188;68.34439                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
SVK.1.0.0.0.UVGD;Slovakia;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-SKK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.5324;10.9622;11.3943;14.1054;16.9953;19.7677;22.0329;24.4561;26.6883;28.5836;31.6611;34.3655;37.3295;41.4795;46.1752;50.4857;56.3614;63.1634;68.5905;64.0955;68.7650;71.7859;73.6493;74.4928;76.3545;80.1261;81.2652;84.6699;89.8747;94.4283;93.4419;100.3235;109.6519;122.5308;132.2308                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
FIN.1.0.0.0.UVGD;Finland;01 Gross domestic product;Gross domestic product at current prices ;Mrd EURO-FIM;2.8385;3.2175;3.4451;3.7414;4.2199;4.6669;5.0034;5.4882;6.2920;7.1818;8.0153;8.8084;10.2721;12.5030;15.7565;18.1450;20.6040;22.6140;25.0510;29.0560;33.6570;38.0670;42.8030;47.7520;53.4600;58.2450;62.6930;67.7160;76.7230;85.8910;90.9590;86.8990;84.7820;85.7080;90.7490;98.5490;102.0830;110.8070;120.4740;126.9160;136.4420;144.6280;148.4860;151.7490;158.7580;164.6870;172.8970;187.0720;194.2650;181.7470;188.1430;197.9980;201.0370;204.3210;206.8970;211.3850;217.5180;226.3010;233.4620;239.8580;238.0380;250.5940;266.6790;278.9016;289.6253                                                                                                                                                                                                                                                                                                                                                                      
SWE.1.0.0.0.UVGD;Sweden;01 Gross domestic product;Gross domestic product at current prices ;Mrd SEK;81.442;88.429;95.860;103.736;115.627;127.297;138.583;150.498;159.629;173.178;193.716;209.612;229.479;255.585;289.205;339.310;384.119;418.174;465.770;522.087;592.108;647.043;708.735;795.159;893.588;972.354;1063.103;1150.360;1257.748;1391.621;1534.804;1645.849;1648.502;1657.501;1767.223;1906.773;1956.434;2047.269;2152.905;2264.494;2408.151;2503.731;2598.336;2703.551;2830.194;2931.085;3121.668;3320.278;3412.253;3341.167;3573.581;3727.905;3743.086;3822.671;3992.730;4260.470;4415.031;4625.094;4828.306;5049.619;5038.538;5462.040;5926.336;6232.377;6401.833                                                                                                                                                                                                                                                                                                                                                         
GBR.1.0.0.0.UVGD;United Kingdom;01 Gross domestic product;Gross domestic product at current prices ;Mrd GBP;26.230;27.956;29.284;31.163;34.086;36.880;39.459;41.757;45.899;49.892;56.186;62.968;70.664;81.894;92.802;115.292;137.078;159.875;186.291;221.173;260.261;290.227;319.714;351.688;378.425;415.382;447.663;497.283;556.889;615.944;670.478;707.096;732.268;770.940;811.360;852.148;909.364;953.952;999.326;1044.150;1101.143;1145.323;1191.515;1259.675;1323.420;1399.643;1472.837;1545.792;1594.737;1551.882;1612.381;1664.211;1713.241;1782.296;1862.827;1920.998;1999.461;2085.008;2157.410;2238.348;2109.594;2270.246;2491.238;2614.561;2687.555                                                                                                                                                                                                                                                                                                                                                                          
ALB.1.0.0.0.UVGD;Albania;01 Gross domestic product;Gross domestic product at current prices ;Mrd ALL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;334.359;331.324;384.848;443.594;501.199;563.449;610.494;677.738;737.656;804.163;872.735;965.528;1080.676;1143.936;1239.645;1300.624;1332.811;1350.053;1395.305;1434.307;1472.479;1550.645;1636.731;1691.903;1647.431;1856.172;2134.464;2293.206;2448.710                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
