date,value,freq,unit,var,base,year,quarter,month,country
2007Q1,2412.6917000000003,q,bclv,real_gdp,2010,2007,1,3,EA19
2007Q2,2430.2063,q,bclv,real_gdp,2010,2007,2,6,EA19
2007Q3,2441.2692,q,bclv,real_gdp,2010,2007,3,9,EA19
2007Q4,2453.7802,q,bclv,real_gdp,2010,2007,4,12,EA19
2008Q1,2466.122,q,bclv,real_gdp,2010,2008,1,3,EA19
2008Q2,2457.4118,q,bclv,real_gdp,2010,2008,2,6,EA19
2008Q3,2445.2066,q,bclv,real_gdp,2010,2008,3,9,EA19
2008Q4,2400.7288,q,bclv,real_gdp,2010,2008,4,12,EA19
2009Q1,2325.9427,q,bclv,real_gdp,2010,2009,1,3,EA19
2009Q2,2325.4788,q,bclv,real_gdp,2010,2009,2,6,EA19
2009Q3,2334.7979,q,bclv,real_gdp,2010,2009,3,9,EA19
2009Q4,2345.8568,q,bclv,real_gdp,2010,2009,4,12,EA19
2010Q1,2355.0258,q,bclv,real_gdp,2010,2010,1,3,EA19
2010Q2,2377.7574,q,bclv,real_gdp,2010,2010,2,6,EA19
2010Q3,2388.0357999999997,q,bclv,real_gdp,2010,2010,3,9,EA19
2010Q4,2402.3907000000004,q,bclv,real_gdp,2010,2010,4,12,EA19
2011Q1,2423.1654,q,bclv,real_gdp,2010,2011,1,3,EA19
2011Q2,2423.0607999999997,q,bclv,real_gdp,2010,2011,2,6,EA19
2011Q3,2426.6041,q,bclv,real_gdp,2010,2011,3,9,EA19
2011Q4,2416.7244,q,bclv,real_gdp,2010,2011,4,12,EA19
2012Q1,2410.8012000000003,q,bclv,real_gdp,2010,2012,1,3,EA19
2012Q2,2405.1625,q,bclv,real_gdp,2010,2012,2,6,EA19
2012Q3,2402.6241,q,bclv,real_gdp,2010,2012,3,9,EA19
2012Q4,2391.8326,q,bclv,real_gdp,2010,2012,4,12,EA19
2013Q1,2383.451,q,bclv,real_gdp,2010,2013,1,3,EA19
2013Q2,2396.199,q,bclv,real_gdp,2010,2013,2,6,EA19
2013Q3,2403.7286,q,bclv,real_gdp,2010,2013,3,9,EA19
2013Q4,2410.8194,q,bclv,real_gdp,2010,2013,4,12,EA19
2014Q1,2420.6727,q,bclv,real_gdp,2010,2014,1,3,EA19
2014Q2,2425.4267,q,bclv,real_gdp,2010,2014,2,6,EA19
2014Q3,2436.9554,q,bclv,real_gdp,2010,2014,3,9,EA19
2014Q4,2445.5418,q,bclv,real_gdp,2010,2014,4,12,EA19
2015Q1,2461.1857999999997,q,bclv,real_gdp,2010,2015,1,3,EA19
2015Q2,2472.7102999999997,q,bclv,real_gdp,2010,2015,2,6,EA19
2015Q3,2482.6465,q,bclv,real_gdp,2010,2015,3,9,EA19
2015Q4,2493.7608999999998,q,bclv,real_gdp,2010,2015,4,12,EA19
2016Q1,2508.3996,q,bclv,real_gdp,2010,2016,1,3,EA19
2016Q2,2513.7659,q,bclv,real_gdp,2010,2016,2,6,EA19
2016Q3,2526.0784,q,bclv,real_gdp,2010,2016,3,9,EA19
2016Q4,2544.6265,q,bclv,real_gdp,2010,2016,4,12,EA19
2017Q1,2563.2587999999996,q,bclv,real_gdp,2010,2017,1,3,EA19
2017Q2,2583.0632,q,bclv,real_gdp,2010,2017,2,6,EA19
2017Q3,2603.3192000000004,q,bclv,real_gdp,2010,2017,3,9,EA19
2017Q4,2623.0654,q,bclv,real_gdp,2010,2017,4,12,EA19
2018Q1,2624.1042,q,bclv,real_gdp,2010,2018,1,3,EA19
2018Q2,2637.7203,q,bclv,real_gdp,2010,2018,2,6,EA19
2018Q3,2638.2183999999997,q,bclv,real_gdp,2010,2018,3,9,EA19
2018Q4,2655.3261,q,bclv,real_gdp,2010,2018,4,12,EA19
2019Q1,2672.2845,q,bclv,real_gdp,2010,2019,1,3,EA19
2019Q2,2680.1553,q,bclv,real_gdp,2010,2019,2,6,EA19
2019Q3,2685.787,q,bclv,real_gdp,2010,2019,3,9,EA19
2019Q4,2686.2032999999997,q,bclv,real_gdp,2010,2019,4,12,EA19
2020Q1,2598.3317,q,bclv,real_gdp,2010,2020,1,3,EA19
2020Q2,2301.6787999999997,q,bclv,real_gdp,2010,2020,2,6,EA19
2020Q3,2581.4087999999997,q,bclv,real_gdp,2010,2020,3,9,EA19
2020Q4,2577.7074,q,bclv,real_gdp,2010,2020,4,12,EA19
2021Q1,2580.5559,q,bclv,real_gdp,2010,2021,1,3,EA19
2021Q2,2630.0992,q,bclv,real_gdp,2010,2021,2,6,EA19
2021Q3,2687.8583,q,bclv,real_gdp,2010,2021,3,9,EA19
2021Q4,2702.4336000000003,q,bclv,real_gdp,2010,2021,4,12,EA19
2022Q1,2719.4148,q,bclv,real_gdp,2010,2022,1,3,EA19
2022Q2,2740.8615,q,bclv,real_gdp,2010,2022,2,6,EA19
2022Q3,2751.2065,q,bclv,real_gdp,2010,2022,3,9,EA19
2022Q4,2749.5089,q,bclv,real_gdp,2010,2022,4,12,EA19
2023Q1,2749.7196,q,bclv,real_gdp,2010,2023,1,3,EA19
2023Q2,2756.8363999999997,q,bclv,real_gdp,2010,2023,2,6,EA19
